Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2011-03-30,3.9921,4.0189,3.9822,4.0184
2011-03-31,4.0104,4.0337,4.0053,4.0288
2011-04-01,4.0215,4.0465,4.0157,4.0205
2011-04-04,4.0165,4.0368,4.015,4.0245
2011-04-05,4.0259,4.0262,3.9964,3.9988
2011-04-06,3.9921,3.9991,3.9718,3.9725
2011-04-07,3.9722,3.9862,3.9604,3.9688
2011-04-08,3.9696,3.9699,3.9507,3.9593
2011-04-11,3.9578,3.9797,3.9526,3.9713
2011-04-12,3.9842,3.9893,3.9633,3.9857
2011-04-13,3.9762,3.9797,3.951,3.9668
2011-04-14,3.9547,3.9621,3.9433,3.9463
2011-04-15,3.9488,3.9578,3.9422,3.9491
2011-04-18,3.9503,4.0006,3.9463,3.991
2011-04-19,3.9875,3.988,3.9681,3.9699
2011-04-20,3.9639,3.9759,3.9585,3.9705
2011-04-21,3.9724,3.9837,3.9397,3.9455
2011-04-22,3.9453,3.9545,3.9422,3.9485
2011-04-25,3.9522,3.9573,3.9421,3.9455
2011-04-26,3.9463,3.9508,3.932,3.9407
2011-04-27,3.9368,3.943,3.9256,3.9309
2011-04-28,3.9282,3.9459,3.9235,3.9383
2011-04-29,3.9378,3.9415,3.926,3.9333
2011-05-02,3.9398,3.941,3.9226,3.9254
2011-05-03,3.9289,3.9518,3.9207,3.9384
2011-05-04,3.9443,3.9559,3.9289,3.9536
2011-05-05,3.947,3.9639,3.9383,3.9598
2011-05-06,3.9631,3.9655,3.9324,3.9453
2011-05-09,3.9515,3.9515,3.9191,3.9352
2011-05-10,3.9324,3.9398,3.9222,3.9282
2011-05-11,3.9236,3.9286,3.8932,3.9055
2011-05-12,3.9074,3.9214,3.9018,3.9106
2011-05-13,3.9176,3.9422,3.9103,3.9396
2011-05-16,3.9371,3.9376,3.9246,3.9309
2011-05-17,3.9264,3.9343,3.9239,3.9258
2011-05-18,3.927,3.9311,3.9129,3.9174
2011-05-19,3.9185,3.9248,3.9141,3.9189
2011-05-20,3.9209,3.9322,3.9146,3.9256
2011-05-23,3.9334,3.961,3.9334,3.9433
2011-05-24,3.9489,3.9549,3.9408,3.9501
2011-05-25,3.95,3.9719,3.9467,3.967
2011-05-26,3.9599,3.9899,3.9561,3.9834
2011-05-27,3.9766,3.9835,3.9668,3.9717
2011-05-30,3.9688,3.9777,3.9676,3.9767
2011-05-31,3.9667,3.9682,3.9483,3.9509
2011-06-01,3.9464,3.9647,3.945,3.9632
2011-06-02,3.9701,3.9763,3.9595,3.9615
2011-06-03,3.9528,3.9635,3.9484,3.9543
2011-06-06,3.9616,3.9674,3.9477,3.9575
2011-06-07,3.9562,3.9596,3.9392,3.9394
2011-06-08,3.9454,3.9613,3.9452,3.9496
2011-06-09,3.948,3.9649,3.9394,3.9417
2011-06-10,3.9434,3.9464,3.928,3.9371
2011-06-13,3.9343,3.9367,3.9248,3.9355
2011-06-14,3.9273,3.9346,3.9229,3.9275
2011-06-15,3.933,3.9528,3.9313,3.9464
2011-06-16,3.9555,3.9903,3.9477,3.9734
2011-06-17,3.9842,3.9877,3.9627,3.9797
2011-06-20,3.9831,3.9991,3.9762,3.9876
2011-06-21,3.9834,3.9898,3.9741,3.9791
2011-06-22,3.9824,3.9938,3.9749,3.9805
2011-06-23,3.9876,4.0191,3.9819,4.0022
2011-06-24,3.989,4.0043,3.9833,3.9907
2011-06-27,3.9946,4.0085,3.9897,4.0001
2011-06-28,3.9968,4.0178,3.9943,4.0091
2011-06-29,4.0114,4.0138,3.9833,3.9847
2011-06-30,3.9847,3.991,3.9764,3.9804
2011-07-01,3.9683,3.9708,3.9398,3.9429
2011-07-04,3.9361,3.9483,3.9361,3.9403
2011-07-05,3.9415,3.9543,3.9368,3.9465
2011-07-06,3.9506,3.9623,3.9428,3.9537
2011-07-07,3.9488,3.9547,3.9267,3.9334
2011-07-08,3.9278,3.9613,3.9263,3.9548
2011-07-11,3.9519,3.9878,3.9481,3.9848
2011-07-12,4.0084,4.063,4.0064,4.0289
2011-07-13,4.0238,4.0589,4.0085,4.0102
2011-07-14,4.0182,4.0472,4.0063,4.0226
2011-07-15,4.0317,4.0436,4.0147,4.0187
2011-07-18,4.0248,4.047,4.0215,4.0395
2011-07-19,4.0343,4.0385,4.0108,4.0202
2011-07-20,4.0121,4.0171,3.9873,3.9973
2011-07-21,3.9922,4.0028,3.9782,3.9862
2011-07-22,3.9764,3.9933,3.9703,3.9833
2011-07-25,3.9917,4.0171,3.9915,4.0054
2011-07-26,3.9963,4.009,3.9872,3.9985
2011-07-27,3.9969,4.0281,3.994,4.0232
2011-07-28,4.0237,4.0261,3.9984,4.0092
2011-07-29,4.0073,4.0196,3.994,4.0011
2011-08-01,3.9855,4.0046,3.9779,3.9979
2011-08-02,3.9986,4.0342,3.9919,4.0213
2011-08-03,4.0328,4.0454,4.0196,4.0309
2011-08-04,4.0325,4.0431,4.0192,4.027
2011-08-05,4.0401,4.0524,4.0252,4.0323
2011-08-08,4.0533,4.0753,4.0333,4.074
2011-08-09,4.0732,4.1268,4.0638,4.1131
2011-08-10,4.0759,4.1884,4.0745,4.1859
2011-08-11,4.1708,4.2026,4.1525,4.1635
2011-08-12,4.1607,4.1827,4.1312,4.1469
2011-08-15,4.1468,4.1701,4.1231,4.1424
2011-08-16,4.137,4.1641,4.1324,4.1481
2011-08-17,4.1554,4.1595,4.1209,4.1432
2011-08-18,4.1417,4.2244,4.1319,4.1858
2011-08-19,4.1893,4.1989,4.1658,4.1844
2011-08-22,4.1835,4.1889,4.1539,4.1733
2011-08-23,4.1692,4.1698,4.1367,4.1533
2011-08-24,4.1456,4.1702,4.1434,4.1681
2011-08-25,4.1638,4.1756,4.1477,4.1654
2011-08-26,4.1655,4.1807,4.1582,4.1606
2011-08-29,4.1598,4.1641,4.1447,4.1571
2011-08-30,4.1481,4.1604,4.1364,4.1563
2011-08-31,4.1527,4.1551,4.1269,4.1277
2011-09-01,4.1401,4.1594,4.1322,4.1427
2011-09-02,4.1491,4.1992,4.1478,4.1932
2011-09-05,4.1944,4.2209,4.1933,4.2192
2011-09-06,4.2382,4.2479,4.2026,4.2299
2011-09-07,4.2189,4.2325,4.2059,4.2092
2011-09-08,4.2044,4.2572,4.2035,4.2526
2011-09-09,4.2655,4.3486,4.2628,4.2942
2011-09-12,4.3068,4.3425,4.2904,4.3382
2011-09-13,4.3294,4.3668,4.3165,4.3294
2011-09-14,4.3448,4.4061,4.3303,4.3967
2011-09-15,4.3923,4.3958,4.3058,4.3302
2011-09-16,4.3279,4.3471,4.2821,4.2917
2011-09-19,4.3268,4.3892,4.3214,4.3689
2011-09-20,4.3756,4.3867,4.352,4.3719
2011-09-21,4.3736,4.4467,4.3604,4.4234
2011-09-22,4.4662,4.5287,4.4352,4.5154
2011-09-23,4.5142,4.5169,4.3692,4.3772
2011-09-26,4.3826,4.4335,4.379,4.4324
2011-09-27,4.3979,4.4113,4.3611,4.3855
2011-09-28,4.3968,4.4438,4.3883,4.4409
2011-09-29,4.452,4.4523,4.3903,4.4318
2011-09-30,4.4211,4.4438,4.3985,4.4151
2011-10-03,4.4371,4.4392,4.3739,4.3944
2011-10-04,4.414,4.4224,4.3854,4.4068
2011-10-05,4.3918,4.4072,4.3689,4.3862
2011-10-06,4.3813,4.3963,4.3654,4.3867
2011-10-07,4.3804,4.3889,4.3476,4.3797
2011-10-10,4.3615,4.3615,4.2992,4.3015
2011-10-11,4.3093,4.3413,4.3042,4.3201
2011-10-12,4.3066,4.3237,4.2815,4.2895
2011-10-13,4.2945,4.321,4.2865,4.3067
2011-10-14,4.3033,4.3156,4.2853,4.2988
2011-10-17,4.298,4.3587,4.266,4.3587
2011-10-18,4.3367,4.3812,4.3317,4.3498
2011-10-19,4.3478,4.3573,4.3267,4.3408
2011-10-20,4.3709,4.4237,4.348,4.4108
2011-10-21,4.403,4.4125,4.371,4.3915
2011-10-24,4.3618,4.3944,4.3515,4.3635
2011-10-25,4.3579,4.3921,4.3502,4.3733
2011-10-26,4.3718,4.3962,4.3564,4.3824
2011-10-27,4.3427,4.3541,4.2957,4.2967
2011-10-28,4.2932,4.349,4.2916,4.3326
2011-10-31,4.3298,4.3713,4.3238,4.3688
2011-11-01,4.4088,4.4855,4.4083,4.4366
2011-11-02,4.4341,4.44,4.3643,4.3792
2011-11-03,4.3954,4.4067,4.333,4.3362
2011-11-04,4.3404,4.3728,4.3352,4.3678
2011-11-07,4.3646,4.3852,4.3526,4.3742
2011-11-08,4.372,4.373,4.3389,4.3568
2011-11-09,4.3451,4.4066,4.3419,4.3898
2011-11-10,4.4066,4.4323,4.3746,4.4062
2011-11-11,4.411,4.4321,4.3767,4.385
2011-11-14,4.3792,4.4115,4.3757,4.4084
2011-11-15,4.4119,4.4375,4.394,4.4313
2011-11-16,4.4368,4.4494,4.3969,4.4445
2011-11-17,4.441,4.4502,4.4101,4.4467
2011-11-18,4.4341,4.4427,4.4056,4.4294
2011-11-21,4.4254,4.4691,4.4231,4.4657
2011-11-22,4.4628,4.473,4.4404,4.4583
2011-11-23,4.4696,4.5008,4.4404,4.4921
2011-11-24,4.4919,4.4986,4.4713,4.4905
2011-11-25,4.5174,4.5481,4.4962,4.5465
2011-11-28,4.5264,4.5401,4.5009,4.5333
2011-11-29,4.5313,4.5334,4.5052,4.533
2011-11-30,4.5456,4.5562,4.4781,4.4997
2011-12-01,4.4916,4.5171,4.4843,4.4857
2011-12-02,4.4852,4.4991,4.4654,4.4917
2011-12-05,4.4913,4.4919,4.4426,4.4496
2011-12-06,4.4734,4.4811,4.4451,4.4724
2011-12-07,4.463,4.4795,4.4555,4.4621
2011-12-08,4.4664,4.521,4.459,4.5121
2011-12-09,4.516,4.5362,4.5036,4.5074
2011-12-12,4.5097,4.5684,4.5095,4.5582
2011-12-13,4.5537,4.5745,4.5394,4.5644
2011-12-14,4.5755,4.5823,4.553,4.555
2011-12-15,4.552,4.5588,4.5168,4.527
2011-12-16,4.5278,4.5309,4.481,4.5095
2011-12-19,4.5041,4.5045,4.479,4.4838
2011-12-20,4.4874,4.4874,4.4476,4.4486
2011-12-21,4.4465,4.4576,4.4342,4.4517
2011-12-22,4.4587,4.4593,4.4268,4.4375
2011-12-23,4.436,4.4436,4.4272,4.4408
2011-12-27,4.4277,4.434,4.3939,4.3957
2011-12-28,4.399,4.4013,4.3823,4.3989
2011-12-29,4.3955,4.4618,4.3896,4.408
2011-12-30,4.4064,4.4763,4.3977,4.4647
2012-01-02,4.4425,4.4743,4.4419,4.4656
2012-01-03,4.459,4.4758,4.4452,4.4635
2012-01-04,4.4607,4.5074,4.4603,4.4938
2012-01-05,4.5012,4.5245,4.4955,4.5017
2012-01-06,4.5004,4.508,4.4658,4.4947
2012-01-09,4.4892,4.4963,4.4776,4.4944
2012-01-10,4.4821,4.4893,4.4477,4.4617
2012-01-11,4.4585,4.4727,4.4552,4.4633
2012-01-12,4.4627,4.4647,4.3998,4.4019
2012-01-13,4.4023,4.4311,4.3917,4.4172
2012-01-16,4.4124,4.4233,4.3866,4.4034
2012-01-17,4.3913,4.3925,4.3538,4.363
2012-01-18,4.3597,4.3598,4.328,4.3433
2012-01-19,4.3456,4.3524,4.3084,4.3087
2012-01-20,4.3077,4.3298,4.3026,4.3143
2012-01-23,4.3087,4.3143,4.2758,4.2787
2012-01-24,4.2827,4.3085,4.2709,4.2728
2012-01-25,4.2717,4.303,4.2669,4.2784
2012-01-26,4.2422,4.258,4.2268,4.2294
2012-01-27,4.2378,4.2475,4.2138,4.2284
2012-01-30,4.2416,4.264,4.2289,4.2528
2012-01-31,4.253,4.253,4.2061,4.2315
2012-02-01,4.2374,4.2394,4.1848,4.1877
2012-02-02,4.1902,4.2037,4.1817,4.1887
2012-02-03,4.1927,4.2024,4.1631,4.1709
2012-02-06,4.1791,4.1875,4.153,4.1678
2012-02-07,4.1762,4.1836,4.1639,4.1701
2012-02-08,4.1595,4.1874,4.1492,4.1735
2012-02-09,4.1813,4.2134,4.1729,4.1907
2012-02-10,4.2107,4.2295,4.1998,4.2225
2012-02-13,4.2055,4.2055,4.181,4.1822
2012-02-14,4.1931,4.2011,4.1759,4.1835
2012-02-15,4.17,4.2054,4.1641,4.204
2012-02-16,4.2149,4.2414,4.2065,4.2098
2012-02-17,4.202,4.202,4.1791,4.1887
2012-02-20,4.1662,4.1812,4.1652,4.1692
2012-02-21,4.165,4.1876,4.1643,4.1728
2012-02-22,4.1746,4.2007,4.1682,4.1961
2012-02-23,4.1899,4.1938,4.17,4.178
2012-02-24,4.1685,4.1738,4.1575,4.1668
2012-02-27,4.1703,4.1918,4.162,4.1651
2012-02-28,4.1682,4.1738,4.1279,4.1282
2012-02-29,4.1288,4.1369,4.1062,4.1199
2012-03-01,4.1273,4.1376,4.0987,4.1038
2012-03-02,4.1015,4.1183,4.0996,4.1106
2012-03-05,4.1167,4.1391,4.1167,4.131
2012-03-06,4.1389,4.1775,4.1385,4.1682
2012-03-07,4.1646,4.1791,4.1519,4.1613
2012-03-08,4.1555,4.1568,4.0961,4.103
2012-03-09,4.1022,4.1173,4.0856,4.0899
2012-03-12,4.0951,4.1195,4.0947,4.1126
2012-03-13,4.1054,4.1352,4.0998,4.1225
2012-03-14,4.1239,4.1588,4.1233,4.1581
2012-03-15,4.1484,4.1565,4.1179,4.122
2012-03-16,4.1218,4.1393,4.1188,4.1227
2012-03-19,4.1258,4.1311,4.1006,4.1095
2012-03-20,4.1095,4.1418,4.1087,4.123
2012-03-21,4.1238,4.1592,4.1216,4.1466
2012-03-22,4.1483,4.1742,4.1418,4.1698
2012-03-23,4.1615,4.1724,4.1464,4.1517
2012-03-26,4.1563,4.1608,4.1225,4.1244
2012-03-27,4.1289,4.1497,4.1238,4.145
2012-03-28,4.1415,4.1702,4.1407,4.1671
2012-03-29,4.1643,4.1684,4.1519,4.1632
2012-03-30,4.1541,4.1677,4.1366,4.1405
2012-04-02,4.1412,4.1515,4.1343,4.1373
2012-04-03,4.135,4.1445,4.1256,4.1301
2012-04-04,4.1445,4.155,4.1359,4.1515
2012-04-05,4.1512,4.1799,4.1407,4.155
2012-04-10,4.176,4.2093,4.1631,4.2063
2012-04-11,4.1954,4.2055,4.181,4.1933
2012-04-12,4.1869,4.1872,4.1588,4.1654
2012-04-13,4.1735,4.1884,4.1702,4.1869
2012-04-16,4.1938,4.2061,4.1829,4.192
2012-04-17,4.1917,4.1992,4.1645,4.1684
2012-04-18,4.1679,4.1868,4.166,4.1854
2012-04-19,4.185,4.1923,4.1778,4.1875
2012-04-20,4.182,4.1934,4.1791,4.1878
2012-04-23,4.1868,4.2155,4.1852,4.213
2012-04-24,4.2065,4.2088,4.191,4.2023
2012-04-25,4.1945,4.2017,4.1721,4.1806
2012-04-26,4.1742,4.1896,4.1692,4.1786
2012-04-27,4.1817,4.1872,4.1672,4.1677
2012-04-30,4.1598,4.1779,4.1592,4.1731
2012-05-01,4.1723,4.1752,4.1489,4.1518
2012-05-02,4.1513,4.1821,4.1498,4.1618
2012-05-03,4.162,4.18,4.1556,4.1772
2012-05-04,4.1836,4.1999,4.1751,4.1921
2012-05-07,4.2037,4.2039,4.1818,4.1848
2012-05-08,4.1714,4.2107,4.1679,4.2082
2012-05-09,4.212,4.2466,4.197,4.2459
2012-05-10,4.2407,4.2431,4.2212,4.2246
2012-05-11,4.2317,4.2561,4.2268,4.2405
2012-05-14,4.2577,4.3161,4.2545,4.3117
2012-05-15,4.3128,4.37,4.3012,4.3607
2012-05-16,4.3662,4.3988,4.3316,4.35
2012-05-17,4.3402,4.3738,4.3278,4.3503
2012-05-18,4.3727,4.3751,4.3243,4.3507
2012-05-21,4.3414,4.3463,4.3094,4.3194
2012-05-22,4.3063,4.3468,4.3022,4.3424
2012-05-23,4.3557,4.3955,4.3522,4.385
2012-05-24,4.3668,4.3725,4.3323,4.3608
2012-05-25,4.3606,4.3707,4.3359,4.3645
2012-05-28,4.3461,4.3547,4.3303,4.345
2012-05-29,4.3415,4.3624,4.3328,4.3599
2012-05-30,4.3566,4.3975,4.3538,4.3926
2012-05-31,4.3888,4.4212,4.3776,4.3885
2012-06-01,4.3914,4.4283,4.3849,4.4094
2012-06-04,4.4052,4.408,4.3796,4.392
2012-06-05,4.385,4.3955,4.364,4.3792
2012-06-06,4.3719,4.3728,4.3058,4.3141
2012-06-07,4.3119,4.3251,4.2291,4.2597
2012-06-08,4.2823,4.3136,4.2786,4.2997
2012-06-11,4.2585,4.3312,4.2537,4.3311
2012-06-12,4.3442,4.3445,4.3122,4.3392
2012-06-13,4.3175,4.3319,4.296,4.3022
2012-06-14,4.3125,4.3211,4.2952,4.2952
2012-06-15,4.2766,4.3023,4.2543,4.2636
2012-06-18,4.229,4.2944,4.2269,4.2689
2012-06-19,4.2645,4.2775,4.2309,4.2401
2012-06-20,4.2358,4.2522,4.2257,4.2428
2012-06-21,4.2379,4.2763,4.2356,4.272
2012-06-22,4.2921,4.2921,4.2405,4.2698
2012-06-25,4.2683,4.2744,4.2508,4.2601
2012-06-26,4.2556,4.2611,4.2384,4.246
2012-06-27,4.2446,4.2581,4.2419,4.2515
2012-06-28,4.2513,4.2958,4.2452,4.292
2012-06-29,4.2659,4.2692,4.2179,4.2218
2012-07-02,4.2227,4.2316,4.208,4.2096
2012-07-03,4.2076,4.2138,4.1885,4.1966
2012-07-04,4.1954,4.2153,4.1916,4.2121
2012-07-05,4.2133,4.2244,4.1974,4.2185
2012-07-06,4.2099,4.2578,4.2043,4.2467
2012-07-09,4.2545,4.2547,4.221,4.2244
2012-07-10,4.2195,4.222,4.176,4.1793
2012-07-11,4.1822,4.1881,4.1622,4.1851
2012-07-12,4.1823,4.2129,4.1816,4.2051
2012-07-13,4.2041,4.2132,4.1864,4.1956
2012-07-16,4.1901,4.1979,4.1737,4.1897
2012-07-17,4.1824,4.1853,4.1599,4.1668
2012-07-18,4.1632,4.179,4.1593,4.1621
2012-07-19,4.162,4.1632,4.1474,4.148
2012-07-20,4.1499,4.1707,4.1495,4.1629
2012-07-23,4.1746,4.2145,4.1696,4.2059
2012-07-24,4.1977,4.2189,4.1899,4.218
2012-07-25,4.2133,4.2175,4.1828,4.1863
2012-07-26,4.1816,4.1851,4.1291,4.1362
2012-07-27,4.1367,4.1477,4.1178,4.1223
2012-07-30,4.126,4.1432,4.1092,4.1137
2012-07-31,4.1144,4.1167,4.0972,4.1149
2012-08-01,4.107,4.1199,4.0975,4.1007
2012-08-02,4.1002,4.1294,4.0981,4.1194
2012-08-03,4.1122,4.1132,4.0512,4.0648
2012-08-06,4.0655,4.0689,4.0264,4.0394
2012-08-07,4.0387,4.0747,4.0332,4.0699
2012-08-08,4.0755,4.101,4.0649,4.0686
2012-08-09,4.058,4.0717,4.0497,4.0616
2012-08-10,4.0666,4.0946,4.0596,4.0732
2012-08-13,4.073,4.0991,4.0692,4.0918
2012-08-14,4.0805,4.0904,4.0736,4.08
2012-08-15,4.0785,4.0909,4.0761,4.0822
2012-08-16,4.0809,4.0889,4.0468,4.0471
2012-08-17,4.0584,4.0805,4.0544,4.0665
2012-08-20,4.0701,4.0725,4.0582,4.0671
2012-08-21,4.0618,4.07,4.0553,4.0695
2012-08-22,4.0753,4.0842,4.0633,4.0807
2012-08-23,4.0736,4.095,4.0598,4.0921
2012-08-24,4.0875,4.1116,4.0751,4.0863
2012-08-27,4.0867,4.0901,4.0717,4.0802
2012-08-28,4.0856,4.1157,4.082,4.1051
2012-08-29,4.1096,4.1735,4.1028,4.1667
2012-08-30,4.168,4.2045,4.166,4.197
2012-08-31,4.1983,4.2001,4.1634,4.1663
2012-09-03,4.1751,4.1972,4.1729,4.185
2012-09-04,4.184,4.1996,4.1798,4.1911
2012-09-05,4.1892,4.2154,4.1756,4.1796
2012-09-06,4.1784,4.1902,4.1163,4.1244
2012-09-07,4.1237,4.1278,4.0932,4.1008
2012-09-10,4.1002,4.1238,4.0945,4.1152
2012-09-11,4.1141,4.1156,4.0715,4.073
2012-09-12,4.0725,4.105,4.0658,4.0944
2012-09-13,4.093,4.1174,4.0772,4.0809
2012-09-14,4.0649,4.0705,4.0467,4.0627
2012-09-17,4.0635,4.1088,4.0628,4.0977
2012-09-18,4.1032,4.1229,4.1015,4.1214
2012-09-19,4.1058,4.1471,4.1057,4.1382
2012-09-20,4.1569,4.1791,4.1461,4.1516
2012-09-21,4.1409,4.1484,4.1208,4.1294
2012-09-24,4.1393,4.1554,4.134,4.1421
2012-09-25,4.1451,4.1505,4.1245,4.1312
2012-09-26,4.1474,4.1527,4.1324,4.148
2012-09-27,4.1398,4.1501,4.1192,4.1214
2012-09-28,4.1197,4.1241,4.092,4.1121
2012-10-01,4.1138,4.116,4.0848,4.1048
2012-10-02,4.0982,4.1117,4.0938,4.1074
2012-10-03,4.1134,4.1205,4.079,4.0793
2012-10-04,4.0784,4.093,4.0719,4.0817
2012-10-05,4.0856,4.0883,4.0587,4.0669
2012-10-08,4.0712,4.0869,4.0641,4.0659
2012-10-09,4.0661,4.0839,4.061,4.0741
2012-10-10,4.0742,4.0961,4.0703,4.0893
2012-10-11,4.0936,4.0996,4.0833,4.0906
2012-10-12,4.0838,4.1053,4.0823,4.0991
2012-10-15,4.0986,4.1006,4.078,4.0884
2012-10-16,4.0822,4.0904,4.0788,4.0825
2012-10-17,4.0826,4.1127,4.082,4.0975
2012-10-18,4.0942,4.11,4.0853,4.0929
2012-10-19,4.0962,4.1091,4.0943,4.1075
2012-10-22,4.1047,4.1092,4.0965,4.1034
2012-10-23,4.1071,4.1397,4.1061,4.1281
2012-10-24,4.1264,4.1573,4.1212,4.1573
2012-10-25,4.1528,4.1529,4.1337,4.1402
2012-10-26,4.1563,4.1623,4.1302,4.1314
2012-10-29,4.1378,4.1513,4.137,4.1488
2012-10-30,4.1473,4.1498,4.1229,4.1264
2012-10-31,4.1287,4.139,4.1229,4.1333
2012-11-01,4.1401,4.1419,4.113,4.1148
2012-11-02,4.1194,4.121,4.0976,4.1095
2012-11-05,4.1091,4.1244,4.107,4.1154
2012-11-06,4.1103,4.1235,4.1091,4.1193
2012-11-07,4.112,4.144,4.104,4.1375
2012-11-08,4.1353,4.17,4.1342,4.1674
2012-11-09,4.1642,4.1722,4.1498,4.1545
2012-11-12,4.155,4.17,4.1548,4.1621
2012-11-13,4.1652,4.1901,4.165,4.1817
2012-11-14,4.1794,4.1799,4.1637,4.1666
2012-11-15,4.1748,4.1788,4.1434,4.1566
2012-11-16,4.1556,4.1658,4.1467,4.1541
2012-11-19,4.1514,4.1565,4.126,4.1296
2012-11-20,4.1299,4.1368,4.1127,4.1156
2012-11-21,4.1185,4.1254,4.1122,4.1128
2012-11-22,4.114,4.1176,4.1021,4.1061
2012-11-23,4.1045,4.1221,4.1045,4.1127
2012-11-26,4.1089,4.1156,4.0926,4.0967
2012-11-27,4.0948,4.1023,4.0881,4.0918
2012-11-28,4.0994,4.1127,4.098,4.0998
2012-11-29,4.1005,4.1039,4.0835,4.0881
2012-11-30,4.0872,4.1097,4.0854,4.101
2012-12-03,4.1009,4.1356,4.0992,4.1319
2012-12-04,4.1314,4.1339,4.1202,4.1278
2012-12-05,4.1289,4.1344,4.1146,4.1169
2012-12-06,4.1205,4.1359,4.1185,4.1289
2012-12-07,4.1306,4.1342,4.1152,4.1216
2012-12-10,4.1214,4.125,4.1017,4.1039
2012-12-11,4.1034,4.1058,4.079,4.0822
2012-12-12,4.0822,4.0963,4.0812,4.0852
2012-12-13,4.0865,4.0969,4.0849,4.094
2012-12-14,4.0941,4.102,4.0781,4.0793
2012-12-17,4.0789,4.0956,4.0774,4.0878
2012-12-18,4.0898,4.0941,4.0792,4.0794
2012-12-19,4.0661,4.0818,4.0649,4.0701
2012-12-20,4.0744,4.0749,4.0515,4.0541
2012-12-21,4.0589,4.085,4.0535,4.0789
2012-12-24,4.0771,4.0905,4.0655,4.0846
2012-12-26,4.0798,4.1065,4.0773,4.1051
2012-12-27,4.1024,4.1029,4.0621,4.067
2012-12-28,4.0727,4.0825,4.0642,4.0725
2012-12-31,4.0748,4.0917,4.0702,4.0829
2013-01-02,4.0673,4.0743,4.0548,4.0658
2013-01-03,4.0686,4.0905,4.0645,4.081
2013-01-04,4.1008,4.1259,4.0979,4.1141
2013-01-07,4.1155,4.1271,4.1083,4.1205
2013-01-08,4.1244,4.1264,4.1056,4.1117
2013-01-09,4.1076,4.1171,4.0737,4.0794
2013-01-10,4.0733,4.096,4.0632,4.0858
2013-01-11,4.0856,4.1184,4.0791,4.1069
2013-01-14,4.1117,4.1325,4.1109,4.1125
2013-01-15,4.1136,4.1179,4.1027,4.1119
2013-01-16,4.1238,4.1324,4.1081,4.1191
2013-01-17,4.1187,4.1244,4.1091,4.1148
2013-01-18,4.1157,4.1618,4.1103,4.1513
2013-01-21,4.1536,4.1782,4.1527,4.1676
2013-01-22,4.1634,4.1771,4.1599,4.1728
2013-01-23,4.1701,4.1762,4.1495,4.1693
2013-01-24,4.1673,4.1942,4.1643,4.1872
2013-01-25,4.184,4.1905,4.1669,4.1708
2013-01-28,4.168,4.2064,4.1673,4.1964
2013-01-29,4.1927,4.2101,4.1807,4.1832
2013-01-30,4.1866,4.202,4.1732,4.1939
2013-01-31,4.2048,4.2116,4.1781,4.1938
2013-02-01,4.1991,4.2052,4.1621,4.1643
2013-02-04,4.1667,4.1849,4.1329,4.1796
2013-02-05,4.1753,4.1812,4.1644,4.172
2013-02-06,4.175,4.196,4.1518,4.1762
2013-02-07,4.1735,4.1908,4.1624,4.172
2013-02-08,4.1687,4.1706,4.1425,4.1479
2013-02-11,4.1481,4.1645,4.1381,4.1536
2013-02-12,4.1547,4.1845,4.1516,4.1738
2013-02-13,4.175,4.1802,4.1493,4.1549
2013-02-14,4.1535,4.1809,4.1498,4.1743
2013-02-15,4.1769,4.1929,4.1744,4.1858
2013-02-18,4.1844,4.1925,4.1812,4.1846
2013-02-19,4.1866,4.1923,4.1637,4.165
2013-02-20,4.1591,4.1664,4.1518,4.1591
2013-02-21,4.1631,4.1847,4.1491,4.1607
2013-02-22,4.1647,4.1651,4.1469,4.1586
2013-02-25,4.1636,4.1751,4.1328,4.1451
2013-02-26,4.1549,4.1729,4.1511,4.1636
2013-02-27,4.1596,4.1694,4.1585,4.1611
2013-02-28,4.1549,4.158,4.1439,4.147
2013-03-01,4.1471,4.1528,4.1232,4.1297
2013-03-04,4.1353,4.1396,4.1301,4.1392
2013-03-05,4.1326,4.137,4.1192,4.1273
2013-03-06,4.1226,4.1626,4.119,4.1452
2013-03-07,4.1436,4.1514,4.1382,4.1478
2013-03-08,4.1483,4.1498,4.1239,4.1299
2013-03-11,4.1309,4.1499,4.1275,4.1389
2013-03-12,4.1415,4.1522,4.1352,4.1393
2013-03-13,4.1369,4.1471,4.1297,4.1366
2013-03-14,4.1358,4.1565,4.1299,4.1529
2013-03-15,4.1525,4.1617,4.1392,4.1398
2013-03-18,4.15,4.1571,4.1454,4.1502
2013-03-19,4.1472,4.1651,4.1419,4.163
2013-03-20,4.1602,4.1762,4.1476,4.1734
2013-03-21,4.1721,4.1909,4.1712,4.1887
2013-03-22,4.1896,4.191,4.1671,4.1683
2013-03-25,4.1674,4.1717,4.1537,4.1627
2013-03-26,4.1662,4.1816,4.1614,4.18
2013-03-27,4.1777,4.1811,4.1725,4.1753
2013-03-28,4.1799,4.1882,4.1716,4.1745
2013-04-02,4.1771,4.187,4.172,4.185
2013-04-03,4.1812,4.1957,4.1807,4.1947
2013-04-04,4.1937,4.1941,4.1785,4.1866
2013-04-05,4.1765,4.1872,4.1516,4.1558
2013-04-08,4.156,4.16,4.1179,4.1212
2013-04-09,4.1194,4.1407,4.1092,4.1105
2013-04-10,4.1134,4.1206,4.0904,4.0927
